assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_001806465.1	PRJNA224116	SAMN05601672	na	na	470	470	Acinetobacter baumannii	strain=KAB07	na	latest	Complete Genome	Major	Full	2016-10-21	ASM180646v1	Korea Basic Science Institute	GCA_001806465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/465/GCF_001806465.1_ASM180646v1/	na	na	na	haploid	bacteria	4054434	4054434	39.000000	2	2	2	NCBI RefSeq	GCF_001806465.1-RS_2026_03_07	2026-03-07	3946	3756	97	na
GCF_001806485.1	PRJNA224116	SAMN05601673	na	na	470	470	Acinetobacter baumannii	strain=KAB08	na	latest	Complete Genome	Major	Full	2016-10-21	ASM180648v1	Korea Basic Science Institute	GCA_001806485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/485/GCF_001806485.1_ASM180648v1/	na	na	na	haploid	bacteria	4075169	4075169	39.000000	2	2	2	NCBI RefSeq	GCF_001806485.1-RS_2026_03_07	2026-03-07	3959	3710	96	na
GCF_001887305.1	PRJNA224116	SAMN06046790	na	na	470	470	Acinetobacter baumannii	strain=HRAB-85	na	latest	Complete Genome	Major	Full	2016-11-29	ASM188730v1	307th Hospital of PLA	GCA_001887305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/305/GCF_001887305.1_ASM188730v1/	na	na	na	haploid	bacteria	4098585	4098585	39.000000	2	2	2	NCBI RefSeq	GCF_001887305.1-RS_2026_01_07	2026-01-07	3977	3808	96	na
GCF_001895125.2	PRJNA224116	SAMD00059694	na	na	470	470	Acinetobacter baumannii	strain=OCU_Ac16a	na	latest	Complete Genome	Major	Full	2020-07-10	ASM189512v2	Department of Bacteriology, Osaka City University Graduate School of Medicine	GCA_001895125.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/895/125/GCF_001895125.2_ASM189512v2/	na	na	na	haploid	bacteria	4119274	4119274	39.000000	4	4	4	NCBI RefSeq	GCF_001895125.2-RS_2025_05_25	2025-05-25	3989	3806	95	34934945
GCF_001895985.1	PRJNA224116	SAMN06077192	na	na	470	470	Acinetobacter baumannii	strain=AF-673	na	latest	Complete Genome	Major	Full	2016-12-09	ASM189598v1	JCVI	GCA_001895985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/895/985/GCF_001895985.1_ASM189598v1/	na	na	na	haploid	bacteria	4093104	4093104	39.000000	2	2	2	NCBI RefSeq	GCF_001895985.1-RS_2026_03_07	2026-03-07	3926	3737	96	na
GCF_001896005.1	PRJNA224116	SAMN06077191	na	na	470	470	Acinetobacter baumannii	strain=AF-401	na	latest	Complete Genome	Major	Full	2016-12-09	ASM189600v1	JCVI	GCA_001896005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/896/005/GCF_001896005.1_ASM189600v1/	na	na	na	haploid	bacteria	4267631	4267631	39.000000	2	2	2	NCBI RefSeq	GCF_001896005.1-RS_2026_03_07	2026-03-07	4159	3965	97	na
GCF_001902375.1	PRJNA224116	SAMN06109232	na	na	470	470	Acinetobacter baumannii	strain=XDR-BJ83	male patient	latest	Complete Genome	Major	Full	2016-12-13	ASM190237v1	Chinese PLA General Hospital	GCA_001902375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/902/375/GCF_001902375.1_ASM190237v1/	na	na	na	haploid	bacteria	4080621	4080621	39.000000	2	2	2	NCBI RefSeq	GCF_001902375.1-RS_2026_03_07	2026-03-07	3944	3723	96	na
GCF_001908295.1	PRJNA224116	SAMN05362953	na	na	470	470	Acinetobacter baumannii	strain=LAC4	na	latest	Complete Genome	Major	Full	2016-12-19	ASM190829v1	JCVI	GCA_001908295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/295/GCF_001908295.1_ASM190829v1/	na	na	na	haploid	bacteria	3988690	3988690	39.000000	3	3	3	NCBI RefSeq	GCF_001908295.1-RS_2026_01_21	2026-01-21	3860	3616	93	na
GCF_001922205.1	PRJNA224116	SAMN04096368	na	na	470	470	Acinetobacter baumannii	strain=CMC-CR-MDR-Ab4	na	latest	Complete Genome	Major	Full	2016-12-27	ASM192220v1	Virginia Tech	GCA_001922205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/205/GCF_001922205.1_ASM192220v1/	na	na	na	haploid	bacteria	4156005	4156005	39.000000	3	3	3	NCBI RefSeq	GCF_001922205.1-RS_2026_03_07	2026-03-07	4013	3828	96	28899807
GCF_001922225.1	PRJNA224116	SAMN04096369	na	na	470	470	Acinetobacter baumannii	strain=CMC-MDR-Ab59	na	latest	Complete Genome	Major	Full	2016-12-27	ASM192222v1	Virginia Tech	GCA_001922225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/225/GCF_001922225.1_ASM192222v1/	na	na	na	haploid	bacteria	4076357	4076357	39.000000	2	2	2	NCBI RefSeq	GCF_001922225.1-RS_2026_03_05	2026-03-05	3910	3746	96	28899807
GCF_001922245.1	PRJNA224116	SAMN04096370	na	na	470	470	Acinetobacter baumannii	strain=CMC-CR-MDR-Ab66	na	latest	Complete Genome	Major	Full	2016-12-27	ASM192224v1	Virginia Tech	GCA_001922245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/245/GCF_001922245.1_ASM192224v1/	na	na	na	haploid	bacteria	4174158	4174158	39.000000	3	3	3	NCBI RefSeq	GCF_001922245.1-RS_2026_03_06	2026-03-06	4040	3856	98	28899807
GCF_001941765.1	PRJNA224116	SAMN04273154	na	na	470	470	Acinetobacter baumannii	strain=AB042	na	latest	Complete Genome	Major	Full	2017-01-10	ASM194176v1	University of Manitoba	GCA_001941765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/765/GCF_001941765.1_ASM194176v1/	na	na	na	haploid	bacteria	4004719	4004719	39.000000	1	1	1	NCBI RefSeq	GCF_001941765.1-RS_2026_03_05	2026-03-05	3836	3675	94	27939676
GCF_002082625.2	PRJNA224116	SAMN06650260	na	na	470	470	Acinetobacter baumannii	strain=JBA13	na	latest	Complete Genome	Minor	Full	2017-04-10	ASM208262v2	Yonsei University College of medicine	GCA_002082625.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/625/GCF_002082625.2_ASM208262v2/	na	na	na	haploid	bacteria	4065873	4065873	39.000000	2	2	2	NCBI RefSeq	GCF_002082625.2-RS_2026_01_02	2026-01-02	3942	3774	96	na
GCF_002082645.1	PRJNA224116	SAMN06650245	na	na	470	470	Acinetobacter baumannii	strain=CBA7	na	latest	Complete Genome	Major	Full	2017-04-10	ASM208264v1	Yonsei University College of medicine	GCA_002082645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/645/GCF_002082645.1_ASM208264v1/	na	na	na	haploid	bacteria	4108454	4108454	39.000000	2	2	2	NCBI RefSeq	GCF_002082645.1-RS_2026_01_21	2026-01-21	4038	3801	100	na
GCF_002082685.1	PRJNA224116	SAMN06650243	na	na	470	470	Acinetobacter baumannii	strain=15A34	na	latest	Complete Genome	Major	Full	2017-04-10	ASM208268v1	Yonsei University College of medicine	GCA_002082685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/685/GCF_002082685.1_ASM208268v1/	na	na	na	haploid	bacteria	3938733	3938733	39.000000	2	2	2	NCBI RefSeq	GCF_002082685.1-RS_2026_02_10	2026-02-10	3789	3609	95	na
GCF_002082705.1	PRJNA224116	SAMN06650264	na	na	470	470	Acinetobacter baumannii	strain=15A5	na	latest	Complete Genome	Major	Full	2017-04-10	ASM208270v1	Yonsei University College of medicine	GCA_002082705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/705/GCF_002082705.1_ASM208270v1/	na	na	na	haploid	bacteria	4049307	4049307	39.000000	3	3	3	NCBI RefSeq	GCF_002082705.1-RS_2026_01_21	2026-01-21	3909	3691	95	na
GCF_002082725.1	PRJNA224116	SAMN06650241	na	na	470	470	Acinetobacter baumannii	strain=USA2	na	latest	Complete Genome	Major	Full	2017-04-10	ASM208272v1	Yonsei University College of medicine	GCA_002082725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/725/GCF_002082725.1_ASM208272v1/	na	na	na	haploid	bacteria	3987599	3987599	39.000000	2	2	2	NCBI RefSeq	GCF_002082725.1-RS_2026_01_20	2026-01-20	3818	3635	95	na
GCF_002082745.1	PRJNA224116	SAMN06650242	na	na	470	470	Acinetobacter baumannii	strain=SSA6	na	latest	Complete Genome	Major	Full	2017-04-10	ASM208274v1	Yonsei University College of medicine	GCA_002082745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/745/GCF_002082745.1_ASM208274v1/	na	na	na	haploid	bacteria	3884414	3884414	39.000000	1	1	1	NCBI RefSeq	GCF_002082745.1-RS_2025_12_27	2025-12-27	3691	3517	95	na
GCF_002082785.1	PRJNA224116	SAMN06650239	na	na	470	470	Acinetobacter baumannii	strain=HWBA8	na	latest	Complete Genome	Major	Full	2017-04-10	ASM208278v1	Yonsei University College of medicine	GCA_002082785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/785/GCF_002082785.1_ASM208278v1/	na	na	na	haploid	bacteria	4273551	4273551	39.000000	2	2	2	NCBI RefSeq	GCF_002082785.1-RS_2026_02_09	2026-02-09	4107	3904	95	na
GCF_002082805.1	PRJNA224116	SAMN06650238	na	na	470	470	Acinetobacter baumannii	strain=WKA02	na	latest	Complete Genome	Major	Full	2017-04-10	ASM208280v1	Yonsei University College of medicine	GCA_002082805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/805/GCF_002082805.1_ASM208280v1/	na	na	na	haploid	bacteria	3870945	3870945	39.000000	1	1	1	NCBI RefSeq	GCF_002082805.1-RS_2026_01_21	2026-01-21	3735	3528	95	na
GCF_002082825.1	PRJNA224116	SAMN06650240	na	na	470	470	Acinetobacter baumannii	strain=USA15	na	latest	Complete Genome	Major	Full	2017-04-10	ASM208282v1	Yonsei University College of medicine	GCA_002082825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/825/GCF_002082825.1_ASM208282v1/	na	na	na	haploid	bacteria	4028479	4028479	39.000000	2	2	2	NCBI RefSeq	GCF_002082825.1-RS_2026_01_20	2026-01-20	3892	3707	96	na
GCF_002082845.1	PRJNA224116	SAMN06650262	na	na	470	470	Acinetobacter baumannii	strain=SAA14	na	latest	Complete Genome	Major	Full	2017-04-10	ASM208284v1	Yonsei University College of medicine	GCA_002082845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/845/GCF_002082845.1_ASM208284v1/	na	na	na	haploid	bacteria	3972565	3972565	39.000000	1	1	1	NCBI RefSeq	GCF_002082845.1-RS_2025_12_26	2025-12-26	3827	3663	96	na
GCF_002082865.1	PRJNA224116	SAMN06650263	na	na	470	470	Acinetobacter baumannii	strain=SSA12	na	latest	Complete Genome	Major	Full	2017-04-10	ASM208286v1	Yonsei University College of medicine	GCA_002082865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/865/GCF_002082865.1_ASM208286v1/	na	na	na	haploid	bacteria	4064716	4064716	39.000000	3	3	3	NCBI RefSeq	GCF_002082865.1-RS_2025_12_25	2025-12-25	3958	3787	97	na
GCF_002082885.1	PRJNA224116	SAMN06650261	na	na	470	470	Acinetobacter baumannii	strain=SSMA17	na	latest	Complete Genome	Major	Full	2017-04-10	ASM208288v1	Yonsei University College of medicine	GCA_002082885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/885/GCF_002082885.1_ASM208288v1/	na	na	na	haploid	bacteria	4023177	4023177	39.000000	2	2	2	NCBI RefSeq	GCF_002082885.1-RS_2025_12_25	2025-12-25	3904	3740	96	na
GCF_002116925.1	PRJNA224116	SAMN04621185	na	na	470	470	Acinetobacter baumannii	strain=ab736	na	latest	Complete Genome	Major	Full	2017-05-02	ASM211692v1	USAMRIID	GCA_002116925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/925/GCF_002116925.1_ASM211692v1/	na	na	na	haploid	bacteria	3990425	3990425	39.000000	2	2	2	NCBI RefSeq	GCF_002116925.1-RS_2025_12_25	2025-12-25	3815	3667	96	na
GCF_002210065.1	PRJNA224116	SAMN07125723	na	na	470	470	Acinetobacter baumannii	strain=A85	na	latest	Complete Genome	Major	Full	2017-06-28	ASM221006v1	University of Melbourne	GCA_002210065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/210/065/GCF_002210065.1_ASM221006v1/	na	na	na	haploid	bacteria	4144615	4144615	39.000000	6	6	6	NCBI RefSeq	GCF_002210065.1-RS_2026_02_24	2026-02-24	4029	3874	96	24907141;30648939
GCF_002504145.1	PRJNA224116	SAMN06099024	na	na	470	470	Acinetobacter baumannii	strain=A1296	na	latest	Complete Genome	Major	Full	2017-10-10	ASM250414v1	Zhejiang University	GCA_002504145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/504/145/GCF_002504145.1_ASM250414v1/	na	na	na	haploid	bacteria	3810701	3810701	39.000000	3	3	3	NCBI RefSeq	GCF_002504145.1-RS_2026_03_07	2026-03-07	3663	3467	96	na
GCF_002741415.1	PRJNA224116	SAMN07736509	na	na	470	470	Acinetobacter baumannii	strain=A388	na	latest	Complete Genome	Major	Full	2017-11-02	ASM274141v1	University of Melbourne	GCA_002741415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/741/415/GCF_002741415.1_ASM274141v1/	na	na	na	haploid	bacteria	4032048	4032048	39.000000	2	2	2	NCBI RefSeq	GCF_002741415.1-RS_2026_01_07	2026-01-07	3906	3732	95	na
GCF_002753915.1	PRJNA224116	SAMN07945345	na	na	470	470	Acinetobacter baumannii	strain=AbPK1	na	latest	Complete Genome	Major	Full	2017-11-06	ASM275391v1	University of Georgia	GCA_002753915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/915/GCF_002753915.1_ASM275391v1/	na	na	na	haploid	bacteria	4147337	4147337	39.000000	3	3	3	NCBI RefSeq	GCF_002753915.1-RS_2026_01_21	2026-01-21	4046	3844	97	na
GCF_002761575.1	PRJNA224116	SAMN07445112	na	na	470	470	Acinetobacter baumannii	strain=AYP-A2	na	latest	Complete Genome	Major	Full	2017-11-07	ASM276157v1	The University of Melbourne	GCA_002761575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/761/575/GCF_002761575.1_ASM276157v1/	na	na	na	haploid	bacteria	4102702	4102702	39.500000	2	2	2	NCBI RefSeq	GCF_002761575.1-RS_2025_12_25	2025-12-25	3967	3794	94	na
GCF_002762095.1	PRJNA224116	SAMN07943355	na	na	470	470	Acinetobacter baumannii	strain=Ab4977	na	latest	Complete Genome	Major	Full	2017-11-08	ASM276209v1	State Key Laboratory of Pathogen and Biosecurity	GCA_002762095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/762/095/GCF_002762095.1_ASM276209v1/	na	na	na	haploid	bacteria	3966912	3966912	39.000000	1	1	1	NCBI RefSeq	GCF_002762095.1-RS_2025_12_26	2025-12-26	3809	3650	96	na
GCF_002762115.1	PRJNA224116	SAMN07943353	na	na	470	470	Acinetobacter baumannii	strain=Ab4568	na	latest	Complete Genome	Major	Full	2017-11-08	ASM276211v1	State Key Laboratory of Pathogen and Biosecurity	GCA_002762115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/762/115/GCF_002762115.1_ASM276211v1/	na	na	na	haploid	bacteria	4000452	4000452	39.000000	1	1	1	NCBI RefSeq	GCF_002762115.1-RS_2025_12_26	2025-12-26	3856	3697	96	na
GCF_002762155.1	PRJNA224116	SAMN07943354	na	na	470	470	Acinetobacter baumannii	strain=Ab4653	na	latest	Complete Genome	Major	Full	2017-11-08	ASM276215v1	State Key Laboratory of Pathogen and Biosecurity	GCA_002762155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/762/155/GCF_002762155.1_ASM276215v1/	na	na	na	haploid	bacteria	3913931	3913931	39.000000	1	1	1	NCBI RefSeq	GCF_002762155.1-RS_2025_12_26	2025-12-26	3749	3579	95	na
GCF_002803025.2	PRJNA224116	SAMN02603889	na	na	557600	470	Acinetobacter baumannii AB307-0294	strain=AB307-0294	na	latest	Complete Genome	Major	Full	2019-01-14	ASM280302v2	University of Melbourne	GCA_002803025.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/803/025/GCF_002803025.2_ASM280302v2/	na	na	na	haploid	bacteria	3759495	3759495	39.000000	1	1	1	NCBI RefSeq	GCF_002803025.2-RS_2026_02_09	2026-02-09	3545	3405	95	18931120
GCF_002843665.1	PRJNA224116	SAMN08054861	na	na	470	470	Acinetobacter baumannii	na	SMC_Paed_Ab_BL01	latest	Complete Genome	Major	Full	2017-12-17	ASM284366v1	Sungkyunkwan University School of Medicine	GCA_002843665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/843/665/GCF_002843665.1_ASM284366v1/	na	na	na	haploid	bacteria	4058089	4058089	39.000000	2	2	2	NCBI RefSeq	GCF_002843665.1-RS_2026_01_21	2026-01-21	3921	3738	95	na
GCF_002902885.1	PRJNA224116	SAMN06040401	na	na	470	470	Acinetobacter baumannii	strain=ABNIH28	na	latest	Complete Genome	Major	Full	2018-01-29	ASM290288v1	NIH	GCA_002902885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/902/885/GCF_002902885.1_ASM290288v1/	na	na	na	haploid	bacteria	4078838	4078838	39.000000	5	5	5	NCBI RefSeq	GCF_002902885.1-RS_2026_01_22	2026-01-22	4005	3725	96	na
GCF_002947415.1	PRJNA224116	SAMN04014897	na	na	470	470	Acinetobacter baumannii	strain=AR_0056	na	latest	Complete Genome	Major	Full	2018-02-18	ASM294741v1	Centers for Disease Control and Prevention	GCA_002947415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/947/415/GCF_002947415.1_ASM294741v1/	na	na	na	haploid	bacteria	4188385	4188385	39.000000	4	4	4	NCBI RefSeq	GCF_002947415.1-RS_2026_01_22	2026-01-22	4115	3908	94	na
GCF_002947845.1	PRJNA224116	SAMN04014904	na	na	470	470	Acinetobacter baumannii	strain=AR_0063	na	latest	Complete Genome	Major	Full	2018-02-18	ASM294784v1	Centers for Disease Control and Prevention	GCA_002947845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/947/845/GCF_002947845.1_ASM294784v1/	na	na	na	haploid	bacteria	4101751	4101751	39.000000	2	2	2	NCBI RefSeq	GCF_002947845.1-RS_2026_01_20	2026-01-20	3953	3768	95	na
GCF_002948925.1	PRJNA224116	SAMN04014919	na	na	470	470	Acinetobacter baumannii	strain=AR_0078	na	latest	Complete Genome	Major	Full	2018-02-19	ASM294892v1	Centers for Disease Control and Prevention	GCA_002948925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/948/925/GCF_002948925.1_ASM294892v1/	na	na	na	haploid	bacteria	3871930	3871930	39.000000	1	1	1	NCBI RefSeq	GCF_002948925.1-RS_2026_03_06	2026-03-06	3686	3504	94	na
GCF_002950495.2	PRJNA224116	SAMN08364585	na	na	470	470	Acinetobacter baumannii	strain=WCHAB005133	na	latest	Complete Genome	Major	Full	2019-08-16	ASM295049v2	West China Hospital, Sichuan University	GCA_002950495.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/495/GCF_002950495.2_ASM295049v2/	na	na	na	haploid	bacteria	3941678	3941678	39.000000	3	3	3	NCBI RefSeq	GCF_002950495.2-RS_2026_01_02	2026-01-02	3761	3588	95	na
GCF_002996805.1	PRJNA224116	SAMN04014924	na	na	470	470	Acinetobacter baumannii	strain=AR_0083	na	latest	Complete Genome	Major	Full	2018-03-14	ASM299680v1	Centers for Disease Control and Prevention	GCA_002996805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/996/805/GCF_002996805.1_ASM299680v1/	na	na	na	haploid	bacteria	4158175	4158175	39.500000	2	2	2	NCBI RefSeq	GCF_002996805.1-RS_2026_01_21	2026-01-21	4040	3841	96	na
GCF_002999195.2	PRJNA224116	SAMN08364584	na	na	470	470	Acinetobacter baumannii	strain=WCHAB005078	na	latest	Complete Genome	Major	Full	2019-08-16	ASM299919v2	West China Hospital, Sichuan University	GCA_002999195.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/999/195/GCF_002999195.2_ASM299919v2/	na	na	na	haploid	bacteria	4140048	4140048	39.000000	4	4	4	NCBI RefSeq	GCF_002999195.2-RS_2026_01_10	2026-01-10	4038	3857	96	na
GCF_003006035.1	PRJNA224116	SAMN04014929	na	na	470	470	Acinetobacter baumannii	strain=AR_0088	na	latest	Complete Genome	Major	Full	2018-03-16	ASM300603v1	Centers for Disease Control and Prevention	GCA_003006035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/006/035/GCF_003006035.1_ASM300603v1/	na	na	na	haploid	bacteria	4228300	4228300	39.000000	3	3	3	NCBI RefSeq	GCF_003006035.1-RS_2026_02_09	2026-02-09	4049	3857	97	na
GCF_003010655.1	PRJNA224116	SAMN04014943	na	na	470	470	Acinetobacter baumannii	strain=AR_0102	na	latest	Complete Genome	Major	Full	2018-03-19	ASM301065v1	Centers for Disease Control and Prevention	GCA_003010655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/010/655/GCF_003010655.1_ASM301065v1/	na	na	na	haploid	bacteria	4060325	4060325	39.000000	3	3	3	NCBI RefSeq	GCF_003010655.1-RS_2026_01_02	2026-01-02	3922	3766	95	na
GCF_003010675.1	PRJNA224116	SAMN04014942	na	na	470	470	Acinetobacter baumannii	strain=AR_0101	na	latest	Complete Genome	Major	Full	2018-03-19	ASM301067v1	Centers for Disease Control and Prevention	GCA_003010675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/010/675/GCF_003010675.1_ASM301067v1/	na	na	na	haploid	bacteria	4249922	4249922	39.000000	2	2	2	NCBI RefSeq	GCF_003010675.1-RS_2026_02_09	2026-02-09	4147	3974	101	na
GCF_003029495.1	PRJNA224116	SAMN04014897	na	na	470	470	Acinetobacter baumannii	strain=AR_0056	na	latest	Complete Genome	Major	Full	2018-04-02	ASM302949v1	FDA/CDC	GCA_003029495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/029/495/GCF_003029495.1_ASM302949v1/	na	na	na	haploid	bacteria	4188380	4188380	39.000000	4	4	4	NCBI RefSeq	GCF_003029495.1-RS_2026_01_22	2026-01-22	4114	3906	94	na
GCF_003181015.1	PRJNA224116	SAMN09241862	na	na	470	470	Acinetobacter baumannii	strain=DA33098	na	latest	Complete Genome	Major	Full	2018-05-31	ASM318101v1	Uppsala University	GCA_003181015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/181/015/GCF_003181015.1_ASM318101v1/	na	na	na	haploid	bacteria	4173004	4173004	39.000000	5	5	5	NCBI RefSeq	GCF_003181015.1-RS_2026_01_03	2026-01-03	4101	3927	95	na
GCF_003264255.1	PRJNA224116	SAMN07135563	na	na	470	470	Acinetobacter baumannii	strain=XH731	na	latest	Complete Genome	Major	Full	2018-06-25	ASM326425v1	Zhejiang University	GCA_003264255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/264/255/GCF_003264255.1_ASM326425v1/	na	na	na	haploid	bacteria	3979135	3979135	39.000000	2	2	2	NCBI RefSeq	GCF_003264255.1-RS_2026_03_05	2026-03-05	3821	3655	95	na
GCF_003264275.1	PRJNA224116	SAMN07135565	na	na	470	470	Acinetobacter baumannii	strain=XH386	na	latest	Complete Genome	Major	Full	2018-06-25	ASM326427v1	Sir Run Run Shaw Hospital, College of Medicine, Zhejiang University	GCA_003264275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/264/275/GCF_003264275.1_ASM326427v1/	na	na	na	haploid	bacteria	4221037	4221037	39.000000	2	2	2	NCBI RefSeq	GCF_003264275.1-RS_2026_03_05	2026-03-05	4119	3941	96	na
GCF_003264295.1	PRJNA224116	SAMN06219545	na	na	470	470	Acinetobacter baumannii	strain=XH731	na	latest	Complete Genome	Major	Full	2018-06-25	ASM326429v1	Zhejiang University	GCA_003264295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/264/295/GCF_003264295.1_ASM326429v1/	na	na	na	haploid	bacteria	3974327	3974327	39.000000	2	2	2	NCBI RefSeq	GCF_003264295.1-RS_2026_03_05	2026-03-05	3814	3654	95	na
GCF_003288775.1	PRJNA224116	SAMN09389171	na	na	470	470	Acinetobacter baumannii	strain=Aba	na	latest	Complete Genome	Major	Full	2018-07-05	ASM328877v1	Chinese PLA General Hospital	GCA_003288775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/288/775/GCF_003288775.1_ASM328877v1/	na	na	na	haploid	bacteria	3920467	3920467	39.000000	2	2	2	NCBI RefSeq	GCF_003288775.1-RS_2026_01_02	2026-01-02	3737	3569	95	na
GCF_003296225.1	PRJNA224116	SAMN09460321	na	na	470	470	Acinetobacter baumannii	strain=DA33382	na	latest	Complete Genome	Major	Full	2018-07-09	ASM329622v1	Uppsala University	GCA_003296225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/296/225/GCF_003296225.1_ASM329622v1/	na	na	na	haploid	bacteria	4036816	4036816	39.000000	4	4	4	NCBI RefSeq	GCF_003296225.1-RS_2026_01_02	2026-01-02	3929	3764	95	na
